id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B-cells|B-cells	B-cells|CAF	B-cells|Endothelial cells	B-cells|Macrophages	B-cells|NK	B-cells|T-cells	CAF|B-cells	CAF|CAF	CAF|Endothelial cells	CAF|Macrophages	CAF|NK	CAF|T-cells	Endothelial cells|B-cells	Endothelial cells|CAF	Endothelial cells|Endothelial cells	Endothelial cells|Macrophages	Endothelial cells|NK	Endothelial cells|T-cells	Macrophages|B-cells	Macrophages|CAF	Macrophages|Endothelial cells	Macrophages|Macrophages	Macrophages|NK	Macrophages|T-cells	NK|B-cells	NK|CAF	NK|Endothelial cells	NK|Macrophages	NK|NK	NK|T-cells	T-cells|B-cells	T-cells|CAF	T-cells|Endothelial cells	T-cells|Macrophages	T-cells|NK	T-cells|T-cells
CPI-SC08B2AD7C6	FN1_a5b1 complex	simple:P02751	complex:a5b1 complex	FN1		True	False	False	curated	True	3.38403	83.25293	149.52745	28.68301	21.50983	7.45032	947.16172	1027.03061	1093.30513	972.46069	965.28752	951.228	211.84361	291.7125	357.98703	237.14258	229.96941	215.9099	133.22562	213.09452	279.36904	158.52459	151.35142	137.29191	3.47081	83.3397	149.61422	28.76978	21.59661	7.53709	4.4784	84.34729	150.62182	29.77737	22.6042	8.54469
CPI-SC0C8B4C056	CD40LG_a5b1 complex	simple:P29965	complex:a5b1 complex	CD40LG		True	False	False	curated	True	3.27838	83.14727	149.42179	28.57735	21.40417	7.34466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33668	83.20557	149.4801	28.63565	21.46248	7.40297	5.64462	85.51351	151.78803	30.94359	23.77042	9.71091	47.80962	127.67851	193.95303	73.10859	65.93541	51.8759
CPI-SC0592EC3D0	L1CAM_a5b1 complex	simple:P32004	complex:a5b1 complex	L1CAM		False	False	False	curated	True	3.49735	83.36624	149.64077	28.79632	21.62315	7.56364	3.40853	83.27743	149.55195	28.70751	21.53433	7.47482	5.7273	85.59619	151.87071	31.02627	23.8531	9.79358	3.59151	83.4604	149.73493	28.89048	21.71731	7.6578	0.0	0.0	0.0	0.0	0.0	0.0	3.60408	83.47297	149.7475	28.90305	21.72988	7.67037
CPI-SC062C5C6C2	PLA2G2A_a5b1 complex	simple:P14555	complex:a5b1 complex	PLA2G2A		True	False	False	curated	True	3.37439	83.24328	149.5178	28.67336	21.50019	7.44067	1507.24458	1587.11348	1653.388	1532.54355	1525.37038	1511.31087	0.0	0.0	0.0	0.0	0.0	0.0	4.24281	84.1117	150.38622	29.54178	22.36861	8.30909	0.0	0.0	0.0	0.0	0.0	0.0	3.35669	83.22558	149.5001	28.65566	21.48249	7.42297
CPI-SC058F72F90	FBN1_a5b1 complex	simple:P35555	complex:a5b1 complex	FBN1		True	False	False	curated	True	3.36077	83.22966	149.50419	28.65974	21.48657	7.42706	102.50999	182.37888	248.6534	127.80896	120.63579	106.57628	16.54993	96.41882	162.69335	41.8489	34.67573	20.61622	3.28898	83.15788	149.4324	28.58795	21.41478	7.35527	0.0	0.0	0.0	0.0	0.0	0.0	3.30948	83.17837	149.45289	28.60845	21.43528	7.37576
CPI-SC092C3E4DF	FN1_a8b1 complex	simple:P02751	complex:a8b1 complex	FN1		True	False	False	curated	True	0.24525	16.14444	2.09243	0.0	0.0	0.17687	944.02293	959.92212	945.87011	0.0	0.0	943.95455	208.70483	224.60401	210.552	0.0	0.0	208.63645	130.08684	145.98603	131.93402	0.0	0.0	130.01846	0.33202	16.23121	2.1792	0.0	0.0	0.26364	1.33962	17.23881	3.1868	0.0	0.0	1.27124
CPI-SC01195CB48	TNC_a8b1 complex	simple:P24821	complex:a8b1 complex	TNC		True	False	False	curated	True	0.68404	16.58322	2.53121	0.0	0.0	0.61566	142.42238	158.32157	144.26956	0.0	0.0	142.35401	75.8392	91.73839	77.68638	0.0	0.0	75.77082	0.37433	16.27351	2.2215	0.0	0.0	0.30595	0.35193	16.25112	2.19911	0.0	0.0	0.28355	0.75186	16.65105	2.59904	0.0	0.0	0.68348
CPI-SC096929DB0	FN1_aVb1 complex	simple:P02751	complex:aVb1 complex	FN1		True	False	False	curated	True	0.67543	11.29778	12.73028	7.37481	0.3715	1.62558	944.45311	955.07546	956.50796	951.15249	944.14918	945.40326	209.13501	219.75736	221.18986	215.83439	208.83108	210.08515	130.51702	141.13937	142.57187	137.2164	130.21309	131.46716	0.7622	11.38455	12.81705	7.46158	0.45827	1.71235	1.7698	12.39215	13.82465	8.46918	1.46587	2.71994
CPI-SC067AD890A	VTN_aVb1 complex	simple:P04004	complex:aVb1 complex	VTN		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	11.05042	21.67277	23.10527	17.7498	10.74649	12.00057	0.0	0.0	0.0	0.0	0.0	0.0	2.2518	12.87415	14.30666	8.95118	1.94788	3.20195	0.62172	11.24407	12.67657	7.3211	0.31779	1.57187	0.67901	11.30136	12.73386	7.37839	0.37508	1.62915
CPI-SC0847A64D2	FN1_aVb5 complex	simple:P02751	complex:aVb5 complex	FN1		True	False	False	curated	True	0.37474	25.77917	3.67488	8.61961	0.0	0.34255	944.15242	969.55685	947.45256	952.39729	0.0	944.12023	208.83432	234.23874	212.13446	217.07919	0.0	208.80212	130.21633	155.62075	133.51647	138.4612	0.0	130.18414	0.46151	25.86594	3.76165	8.70638	0.0	0.42932	1.46911	26.87353	4.76925	9.71398	0.0	1.43691
CPI-SC0EEF3A379	LAMC1_a6b1 complex	simple:P11047	complex:a6b1 complex	LAMC1		True	False	False	curated	True	2.44852	6.5197	35.41571	2.03577	11.0595	4.99226	37.70974	41.78092	70.67693	37.29699	46.32072	40.25349	27.90589	31.97708	60.87308	27.49314	36.51687	30.44964	1.64638	5.71757	34.61358	1.23364	10.25736	4.19013	1.07328	5.14447	34.04047	0.66053	9.68426	3.61703	1.22325	5.29444	34.19045	0.81051	9.83423	3.767
CPI-SC0A2FE9693	LAMC1_a7b1 complex	simple:P11047	complex:a7b1 complex	LAMC1		True	False	False	curated	True	1.79624	7.73054	1.77369	2.04175	0.0	2.33239	37.05746	42.99176	37.03491	37.30297	0.0	37.59361	27.25361	33.18791	27.23107	27.49913	0.0	27.78976	0.9941	6.92841	0.97156	1.23962	0.0	1.53026	0.421	6.3553	0.39845	0.66651	0.0	0.95715	0.57097	6.50528	0.54843	0.81649	0.0	1.10713
CPI-SC007890A1C	CDH1_aEb7 complex	simple:P12830	complex:aEb7 complex	CDH1		False	False	False	curated	True	9.89009	6.71384	5.2309	3.87925	24.34043	38.13866	14.58675	11.4105	9.92756	8.57591	29.03709	42.83532	9.36318	6.18693	4.70399	3.35234	23.81352	37.61175	8.66998	5.49373	4.01079	2.65914	23.12032	36.91854	9.28601	6.10976	4.62682	3.27517	23.73635	37.53457	9.99244	6.8162	5.33326	3.98161	24.44279	38.24101
CPI-SC01AB9BED7	SPP1_a9b1 complex	simple:P10451	complex:a9b1 complex	SPP1		True	False	False	curated	True	3.91313	4.06263	11.94149	3.97166	0.0	4.2566	4.08524	4.23473	12.11359	4.14376	0.0	4.4287	25.07358	25.22307	33.10194	25.13211	0.0	25.41704	3084.38308	3084.53258	3092.41144	3084.44161	0.0	3084.72655	9.3494	9.49889	17.37775	9.40792	0.0	9.69286	5.54278	5.69227	13.57113	5.6013	0.0	5.88624
CPI-SC056BF6CBB	TNC_a9b1 complex	simple:P24821	complex:a9b1 complex	TNC		True	False	False	curated	True	0.66658	0.81608	8.69494	0.72511	0.0	1.01005	142.40493	142.55442	150.43328	142.46345	0.0	142.74839	75.82175	75.97124	83.8501	75.88027	0.0	76.16521	0.35687	0.50637	8.38523	0.4154	0.0	0.70034	0.33448	0.48397	8.36283	0.393	0.0	0.67794	0.73441	0.8839	8.76276	0.79293	0.0	1.07787
CPI-SC062D34C2A	VCAM1_a9b1 complex	simple:P19320	complex:a9b1 complex	VCAM1		False	False	False	curated	True	0.07291	0.22241	8.10127	0.13144	0.0	0.41638	148.54897	148.69847	156.57733	148.6075	0.0	148.89244	37.4565	37.60599	45.48485	37.51502	0.0	37.79996	8.14823	8.29773	16.17659	8.20676	0.0	8.4917	8.59369	8.74318	16.62204	8.65221	0.0	8.93715	48.14863	48.29813	56.17699	48.20716	0.0	48.4921
CPI-SC0A05D3880	THY1_aMb2 complex	simple:P04216	complex:aMb2 complex	THY1		False	False	False	curated	True	7.44347	0.43814	0.63282	41.69653	66.70035	2.33328	311.63233	304.627	304.82168	345.8854	370.88922	306.52214	120.73839	113.73306	113.92774	154.99145	179.99527	115.6282	9.46504	2.45971	2.65439	43.7181	68.72192	4.35485	0.0	0.0	0.0	0.0	0.0	0.0	7.3513	0.34597	0.54065	41.60436	66.60818	2.24111
CPI-SC07312BD5C	FCER2_aMb2 complex	simple:P06734	complex:aMb2 complex	FCER2		True	True	False	curated	True	181.31456	174.30923	174.50391	215.56763	240.57145	176.20438	12.59197	5.58664	5.78132	46.84503	71.84885	7.48178	7.15087	0.14554	0.34022	41.40393	66.40776	2.04068	15.00193	7.9966	8.19128	49.25499	74.25882	9.89174	7.16108	0.15575	0.35043	41.41415	66.41797	2.05089	8.14496	1.13962	1.3343	42.39802	67.40184	3.03477
CPI-SC0B6D68FD5	ICAM1_aMb2 complex	simple:P05362	complex:aMb2 complex	ICAM1		False	True	False	curated	True	22.63241	15.62708	15.82175	56.88547	81.88929	17.52222	58.65706	51.65173	51.84641	92.91012	117.91394	53.54687	92.10752	85.10219	85.29687	126.36059	151.36441	86.99734	186.8669	179.86157	180.05625	221.11996	246.12378	181.75671	75.00721	68.00187	68.19655	109.26027	134.26409	69.89702	20.76965	13.76432	13.959	55.02272	80.02654	15.65947
CPI-SC0C3E2D267	F10_aMb2 complex	simple:P00742	complex:aMb2 complex	F10		True	False	False	curated	True	7.10288	0.09754	0.29222	41.35594	66.35976	1.99269	32.99715	25.99182	26.1865	67.25021	92.25404	27.88696	7.7292	0.72387	0.91855	41.98227	66.98609	2.61901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.17603	0.1707	0.36537	41.42909	66.43291	2.06584
CPI-SC0527EEE7A	C3_aMb2 complex	simple:P01024	complex:aMb2 complex	C3		True	False	False	curated	True	7.21282	0.20748	0.40216	41.46588	66.4697	2.10263	585.07913	578.0738	578.26848	619.3322	644.33602	579.96894	7.43725	0.43192	0.6266	41.69032	66.69414	2.32706	75.56861	68.56328	68.75796	109.82167	134.82549	70.45842	0.0	0.0	0.0	0.0	0.0	0.0	7.59003	0.5847	0.77938	41.8431	66.84692	2.47985
CPI-SC0B292AEE6	GP1BA_aMb2 complex	simple:P07359	complex:aMb2 complex	GP1BA		False	False	False	curated	True	7.20774	0.20241	0.39709	41.4608	66.46462	2.09755	23.15335	16.14802	16.34269	57.40641	82.41023	18.04316	17.87165	10.86632	11.061	52.12471	77.12853	12.76146	7.28933	0.284	0.47868	41.5424	66.54622	2.17915	0.0	0.0	0.0	0.0	0.0	0.0	7.33445	0.32912	0.5238	41.58752	66.59134	2.22426
CPI-SC0F9DD28F3	JAM3_aMb2 complex	simple:Q9BX67	complex:aMb2 complex	JAM3		True	False	False	curated	True	12.09034	5.08501	5.27969	46.3434	71.34722	6.98015	51.9137	44.90837	45.10305	86.16676	111.17058	46.80351	25.36502	18.35969	18.55437	59.61808	84.6219	20.25483	7.10561	0.10028	0.29496	41.35867	66.36249	1.99542	10.91485	3.90952	4.10419	45.16791	70.17173	5.80466	7.51253	0.5072	0.70188	41.76559	66.76941	2.40234
CPI-SC0C6B54D7A	THY1_aXb2 complex	simple:P04216	complex:aXb2 complex	THY1		False	False	False	curated	True	12.60572	0.91936	0.64244	100.3703	84.97967	6.548	316.79458	305.10822	304.8313	404.55917	389.16853	310.73686	125.90064	114.21428	113.93736	213.66522	198.27459	119.84292	14.62729	2.94093	2.66401	102.39187	87.00124	8.56957	0.0	0.0	0.0	0.0	0.0	0.0	12.51355	0.82719	0.55027	100.27813	84.8875	6.45583
CPI-SC03446A95E	FCER2_aXb2 complex	simple:P06734	complex:aXb2 complex	FCER2		True	True	False	curated	True	186.47682	174.79045	174.51353	274.2414	258.85076	180.41909	17.75422	6.06786	5.79094	105.5188	90.12817	11.6965	12.31312	0.62676	0.34984	100.0777	84.68707	6.2554	20.16418	8.47782	8.2009	107.92876	92.53813	14.10646	12.32333	0.63697	0.36005	100.08792	84.69728	6.26561	13.30721	1.62085	1.34393	101.07179	85.68116	7.24949
CPI-SC0A9458008	ICAM1_aXb2 complex	simple:P05362	complex:aXb2 complex	ICAM1		False	True	False	curated	True	27.79466	16.1083	15.83138	115.55924	100.16861	21.73694	63.81931	52.13295	51.85603	151.58389	136.19326	57.76159	97.26978	85.58342	85.30649	185.03436	169.64372	91.21205	192.02915	180.34279	180.06587	279.79373	264.4031	185.97143	80.16946	68.4831	68.20618	167.93404	152.54341	74.11174	25.93191	14.24554	13.96862	113.69649	98.30585	19.87418
CPI-SC04AED00CE	TNC_aVb6 complex	simple:P24821	complex:aVb6 complex	TNC		True	False	False	curated	True	0.60186	0.0	0.0	0.0	0.0	0.6359	142.34021	0.0	0.0	0.0	0.0	142.37425	75.75703	0.0	0.0	0.0	0.0	75.79107	0.29215	0.0	0.0	0.0	0.0	0.32619	0.26976	0.0	0.0	0.0	0.0	0.3038	0.66969	0.0	0.0	0.0	0.0	0.70373
CPI-SC0E60FEE99	TGFB1_aVb6 complex	simple:P01137	complex:aVb6 complex	TGFB1		True	False	False	curated	True	2.15388	0.0	0.0	0.0	0.0	2.18792	2.84262	0.0	0.0	0.0	0.0	2.87666	2.63331	0.0	0.0	0.0	0.0	2.66735	2.70991	0.0	0.0	0.0	0.0	2.74395	6.06607	0.0	0.0	0.0	0.0	6.10011	3.04462	0.0	0.0	0.0	0.0	3.07866
CPI-SC019DBDA78	VCAM1_aDb2 complex	simple:P19320	complex:aDb2 complex	VCAM1		False	False	False	curated	True	0.11003	0.0	0.0	0.27628	4.50538	6.3237	148.58609	0.0	0.0	148.75234	152.98144	154.79976	37.49361	0.0	0.0	37.65986	41.88896	43.70729	8.18535	0.0	0.0	8.3516	12.5807	14.39902	8.6308	0.0	0.0	8.79705	13.02615	14.84447	48.18575	0.0	0.0	48.352	52.5811	54.39942
CPI-SC0E8575642	ICAM3_aDb2 complex	simple:P32942	complex:aDb2 complex	ICAM3		False	False	False	curated	True	87.70459	0.0	0.0	87.87084	92.09993	93.91826	6.72302	0.0	0.0	6.88927	11.11837	12.9367	1.2369	0.0	0.0	1.40314	5.63224	7.45057	26.35761	0.0	0.0	26.52386	30.75296	32.57129	125.63961	0.0	0.0	125.80586	130.03496	131.85329	108.82396	0.0	0.0	108.9902	113.2193	115.03763
CPI-CS0A97B38B6	ACVL1_BMPR2_BMP10	complex:ACVL1_BMPR2	simple:O95393		BMP10	True	True	False	curated	False	0.63593	0.82932	0.0	0.0	0.0	0.54858	5.7152	5.9086	0.0	0.0	0.0	5.62785	28.58549	28.77889	0.0	0.0	0.0	28.49815	5.5348	5.72819	0.0	0.0	0.0	5.44745	0.54768	0.74107	0.0	0.0	0.0	0.46033	0.6038	0.79719	0.0	0.0	0.0	0.51645
CPI-CS0157F2E34	ACVL1_BMPR2_GDF2	complex:ACVL1_BMPR2	simple:Q9UK05		GDF2	True	True	False	curated	False	0.47414	0.0	0.0	0.0	0.0	0.49502	5.55341	0.0	0.0	0.0	0.0	5.57429	28.4237	0.0	0.0	0.0	0.0	28.44458	5.37301	0.0	0.0	0.0	0.0	5.39389	0.38589	0.0	0.0	0.0	0.0	0.40677	0.44201	0.0	0.0	0.0	0.0	0.46289
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	7.81174	4.96247	5.79196	5.13187	8.02593	8.31901	13.86754	11.01827	11.84776	11.18767	14.08173	14.37481	35.27308	32.42381	33.2533	32.59321	35.48727	35.78035	8.81474	5.96547	6.79496	6.13487	9.02892	9.322	5.39956	2.55029	3.37978	2.71969	5.61375	5.90683	6.66751	3.81823	4.64773	3.98764	6.88169	7.17477
CPI-CS046B3C139	ACVR_1A2A receptor_BMP7	complex:ACVR_1A2A receptor	simple:P18075		BMP7	True	True	False	curated	False	6.04997	3.2007	4.03019	3.3701	6.26415	6.55723	17.32014	14.47086	15.30036	14.64027	17.53432	17.8274	13.19361	10.34434	11.17383	10.51374	13.4078	13.70088	9.70005	6.85078	7.68027	7.02018	9.91424	10.20732	6.15483	3.30556	4.13505	3.47496	6.36902	6.6621	6.96159	4.11232	4.94181	4.28172	7.17578	7.46886
CPI-CS0288D901D	ACVR_1A2B receptor_BMP7	complex:ACVR_1A2B receptor	simple:P18075		BMP7	True	True	False	curated	False	4.80912	1.95985	2.78934	2.12925	5.0233	5.31638	4.6625	1.81322	2.64272	1.98262	4.87668	5.16976	5.07442	2.22515	3.05464	2.39455	5.28861	5.58169	4.52034	1.67106	2.50056	1.84047	4.73452	5.0276	0.0	0.0	0.0	0.0	0.0	0.0	4.79157	1.9423	2.77179	2.1117	5.00576	5.29884
CPI-CS05EAF93CC	BMPR1A_BMPR2_BMP7	complex:BMPR1A_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	4.80758	1.9583	2.7878	2.12771	5.02176	5.31484	10.63039	7.78112	8.61061	7.95052	10.84457	11.13765	5.46856	2.61928	3.44878	2.78869	5.68274	5.97582	0.0	0.0	0.0	0.0	0.0	0.0	4.341	1.49173	2.32122	1.66113	4.55519	4.84827	6.63742	3.78815	4.61764	3.95755	6.85161	7.14469
CPI-CS08109C435	BMPR1B_BMPR2_BMP7	complex:BMPR1B_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	4.42506	1.57579	2.40528	1.74519	4.63925	4.93233	6.60846	3.75919	4.58868	3.92859	6.82265	7.11573	0.0	0.0	0.0	0.0	0.0	0.0	4.31657	1.4673	2.29679	1.6367	4.53076	4.82384	0.0	0.0	0.0	0.0	0.0	0.0	4.70182	1.85255	2.68204	2.02195	4.916	5.20908
CPI-CS0D35E69F6	BMR1A_ACR2A_BMP7	complex:BMR1A_ACR2A	simple:P18075		BMP7	True	True	False	curated	False	4.80758	1.9583	2.7878	2.12771	5.02176	5.31484	10.63039	7.78112	8.61061	7.95052	10.84457	11.13765	5.46856	2.61928	3.44878	2.78869	5.68274	5.97582	0.0	0.0	0.0	0.0	0.0	0.0	4.341	1.49173	2.32122	1.66113	4.55519	4.84827	6.63742	3.78815	4.61764	3.95755	6.85161	7.14469
CPI-CS0C99F8D96	BMR1A_AVR2B_BMP7	complex:BMR1A_AVR2B	simple:P18075		BMP7	True	True	False	curated	False	4.80912	1.95985	2.78934	2.12925	5.0233	5.31638	4.6625	1.81322	2.64272	1.98262	4.87668	5.16976	5.07442	2.22515	3.05464	2.39455	5.28861	5.58169	4.52034	1.67106	2.50056	1.84047	4.73452	5.0276	0.0	0.0	0.0	0.0	0.0	0.0	4.79157	1.9423	2.77179	2.1117	5.00576	5.29884
CPI-CS0DF85303A	BMR1B_AVR2A_BMP7	complex:BMR1B_AVR2A	simple:P18075		BMP7	True	True	False	curated	False	4.42506	1.57579	2.40528	1.74519	4.63925	4.93233	6.60846	3.75919	4.58868	3.92859	6.82265	7.11573	0.0	0.0	0.0	0.0	0.0	0.0	4.31657	1.4673	2.29679	1.6367	4.53076	4.82384	0.0	0.0	0.0	0.0	0.0	0.0	4.70182	1.85255	2.68204	2.02195	4.916	5.20908
CPI-CS08A853007	BMR1B_AVR2B_BMP7	complex:BMR1B_AVR2B	simple:P18075		BMP7	True	True	False	curated	False	4.42506	1.57579	2.40528	1.74519	4.63925	4.93233	6.60846	3.75919	4.58868	3.92859	6.82265	7.11573	0.0	0.0	0.0	0.0	0.0	0.0	4.31657	1.4673	2.29679	1.6367	4.53076	4.82384	0.0	0.0	0.0	0.0	0.0	0.0	4.70182	1.85255	2.68204	2.02195	4.916	5.20908
CPI-CS0E1BF543E	ACVR1_BMPR2_BMP5	complex:ACVR1_BMPR2	simple:P22003		BMP5	True	True	False	curated	False	3.92903	3.55991	0.0	3.54961	0.0	3.66386	9.98483	9.61571	0.0	9.60541	0.0	9.71966	31.39037	31.02125	0.0	31.01095	0.0	31.1252	4.93202	4.56291	0.0	4.55261	0.0	4.66685	1.51685	1.14773	0.0	1.13743	0.0	1.25168	2.78479	2.41568	0.0	2.40538	0.0	2.51962
CPI-CS0EC80CA59	ACVR_1A2A receptor_BMP5	complex:ACVR_1A2A receptor	simple:P22003		BMP5	True	True	False	curated	False	2.16725	1.79814	0.0	1.78784	0.0	1.90208	13.43742	13.06831	0.0	13.05801	0.0	13.17225	9.3109	8.94178	0.0	8.93148	0.0	9.04573	5.81734	5.44822	0.0	5.43792	0.0	5.55217	2.27212	1.903	0.0	1.8927	0.0	2.00695	3.07888	2.70976	0.0	2.69946	0.0	2.81371
CPI-CS0FCC00896	ACVR_1A2B receptor_BMP5	complex:ACVR_1A2B receptor	simple:P22003		BMP5	True	True	False	curated	False	0.9264	0.55729	0.0	0.54699	0.0	0.66123	0.77978	0.41066	0.0	0.40037	0.0	0.51461	1.19171	0.82259	0.0	0.81229	0.0	0.92654	0.63762	0.26851	0.0	0.25821	0.0	0.37245	0.0	0.0	0.0	0.0	0.0	0.0	0.90886	0.53974	0.0	0.52944	0.0	0.64369
CPI-CS046BCFC6F	BMPR1A_BMPR2_BMP5	complex:BMPR1A_BMPR2	simple:P22003		BMP5	True	True	False	curated	False	0.92486	0.55575	0.0	0.54545	0.0	0.65969	6.74767	6.37856	0.0	6.36826	0.0	6.4825	1.58584	1.21673	0.0	1.20643	0.0	1.32067	0.0	0.0	0.0	0.0	0.0	0.0	0.45829	0.08917	0.0	0.07888	0.0	0.19312	2.75471	2.38559	0.0	2.37529	0.0	2.48954
CPI-CS02C93975C	BMPR1B_BMPR2_BMP5	complex:BMPR1B_BMPR2	simple:P22003		BMP5	True	True	False	curated	False	0.54235	0.17323	0.0	0.16293	0.0	0.27718	2.72575	2.35663	0.0	2.34633	0.0	2.46058	0.0	0.0	0.0	0.0	0.0	0.0	0.43386	0.06474	0.0	0.05444	0.0	0.16869	0.0	0.0	0.0	0.0	0.0	0.0	0.8191	0.44999	0.0	0.43969	0.0	0.55393
CPI-CS047EE9E03	BMR1A_ACR2A_BMP5	complex:BMR1A_ACR2A	simple:P22003		BMP5	True	True	False	curated	False	0.92486	0.55575	0.0	0.54545	0.0	0.65969	6.74767	6.37856	0.0	6.36826	0.0	6.4825	1.58584	1.21673	0.0	1.20643	0.0	1.32067	0.0	0.0	0.0	0.0	0.0	0.0	0.45829	0.08917	0.0	0.07888	0.0	0.19312	2.75471	2.38559	0.0	2.37529	0.0	2.48954
CPI-CS0CA393CC5	BMR1A_AVR2B_BMP5	complex:BMR1A_AVR2B	simple:P22003		BMP5	True	True	False	curated	False	0.9264	0.55729	0.0	0.54699	0.0	0.66123	0.77978	0.41066	0.0	0.40037	0.0	0.51461	1.19171	0.82259	0.0	0.81229	0.0	0.92654	0.63762	0.26851	0.0	0.25821	0.0	0.37245	0.0	0.0	0.0	0.0	0.0	0.0	0.90886	0.53974	0.0	0.52944	0.0	0.64369
CPI-CS01A4D7E2F	BMR1B_AVR2A_BMP5	complex:BMR1B_AVR2A	simple:P22003		BMP5	True	True	False	curated	False	0.54235	0.17323	0.0	0.16293	0.0	0.27718	2.72575	2.35663	0.0	2.34633	0.0	2.46058	0.0	0.0	0.0	0.0	0.0	0.0	0.43386	0.06474	0.0	0.05444	0.0	0.16869	0.0	0.0	0.0	0.0	0.0	0.0	0.8191	0.44999	0.0	0.43969	0.0	0.55393
CPI-CS0BEC40E19	BMR1B_AVR2B_BMP5	complex:BMR1B_AVR2B	simple:P22003		BMP5	True	True	False	curated	False	0.54235	0.17323	0.0	0.16293	0.0	0.27718	2.72575	2.35663	0.0	2.34633	0.0	2.46058	0.0	0.0	0.0	0.0	0.0	0.0	0.43386	0.06474	0.0	0.05444	0.0	0.16869	0.0	0.0	0.0	0.0	0.0	0.0	0.8191	0.44999	0.0	0.43969	0.0	0.55393
CPI-CS0C16967C6	ACVR1_BMPR2_BMP6	complex:ACVR1_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	3.86132	3.83474	8.50743	0.0	0.0	3.64191	9.91712	9.89055	14.56323	0.0	0.0	9.69771	31.32266	31.29608	35.96877	0.0	0.0	31.10325	4.86432	4.83774	9.51042	0.0	0.0	4.6449	1.44914	1.42256	6.09525	0.0	0.0	1.22973	2.71708	2.69051	7.36319	0.0	0.0	2.49767
CPI-CS0FFBA02F8	ACVR_1A2A receptor_BMP6	complex:ACVR_1A2A receptor	simple:P22004		BMP6	True	True	False	curated	False	2.09955	2.07297	6.74565	0.0	0.0	1.88014	13.36971	13.34314	18.01582	0.0	0.0	13.1503	9.24319	9.21662	13.8893	0.0	0.0	9.02378	5.74963	5.72305	10.39574	0.0	0.0	5.53022	2.20441	2.17783	6.85052	0.0	0.0	1.985	3.01117	2.98459	7.65728	0.0	0.0	2.79176
CPI-CS02AEFFE28	ACVR_1A2B receptor_BMP6	complex:ACVR_1A2B receptor	simple:P22004		BMP6	True	True	False	curated	False	0.8587	0.83212	5.5048	0.0	0.0	0.63929	0.71207	0.6855	5.35818	0.0	0.0	0.49266	1.124	1.09742	5.77011	0.0	0.0	0.90459	0.56991	0.54334	5.21602	0.0	0.0	0.3505	0.0	0.0	0.0	0.0	0.0	0.0	0.84115	0.81458	5.48726	0.0	0.0	0.62174
CPI-CS0F6CFB979	BMPR1A_BMPR2_BMP6	complex:BMPR1A_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	0.85715	0.83058	5.50326	0.0	0.0	0.63774	6.67997	6.65339	11.32607	0.0	0.0	6.46056	1.51813	1.49156	6.16424	0.0	0.0	1.29872	0.0	0.0	0.0	0.0	0.0	0.0	0.39058	0.36401	5.03669	0.0	0.0	0.17117	2.687	2.66042	7.33311	0.0	0.0	2.46759
CPI-CS0EF793D6A	BMPR1B_BMPR2_BMP6	complex:BMPR1B_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	0.47464	0.44807	5.12075	0.0	0.0	0.25523	2.65804	2.63147	7.30415	0.0	0.0	2.43863	0.0	0.0	0.0	0.0	0.0	0.0	0.36615	0.33958	5.01226	0.0	0.0	0.14674	0.0	0.0	0.0	0.0	0.0	0.0	0.7514	0.72482	5.3975	0.0	0.0	0.53198
CPI-CS0247DA882	BMR1A_ACR2A_BMP6	complex:BMR1A_ACR2A	simple:P22004		BMP6	True	True	False	curated	False	0.85715	0.83058	5.50326	0.0	0.0	0.63774	6.67997	6.65339	11.32607	0.0	0.0	6.46056	1.51813	1.49156	6.16424	0.0	0.0	1.29872	0.0	0.0	0.0	0.0	0.0	0.0	0.39058	0.36401	5.03669	0.0	0.0	0.17117	2.687	2.66042	7.33311	0.0	0.0	2.46759
CPI-CS076E1A639	BMR1A_AVR2B_BMP6	complex:BMR1A_AVR2B	simple:P22004		BMP6	True	True	False	curated	False	0.8587	0.83212	5.5048	0.0	0.0	0.63929	0.71207	0.6855	5.35818	0.0	0.0	0.49266	1.124	1.09742	5.77011	0.0	0.0	0.90459	0.56991	0.54334	5.21602	0.0	0.0	0.3505	0.0	0.0	0.0	0.0	0.0	0.0	0.84115	0.81458	5.48726	0.0	0.0	0.62174
